"","Temp","Temp.Var","Precip","Precip.Var"
"Anarthrophyllum.gayanum",NA,NA,NA,NA
"Androsace.chamaejasme",NA,NA,NA,NA
"Androsace.sermentosa",NA,NA,NA,NA
"Androsace.tapete",NA,NA,NA,NA
"Anemone.drummondii",NA,NA,NA,NA
"Anemone.multifida",NA,NA,NA,NA
"Anemone.occidentalis",3.09507266120083,608.599065916975,1502.03269754768,57.5041350118546
"Anemone.parviflora",NA,NA,NA,NA
"Anisotome.aromatica",6.83511029865008,431.583533454625,2687.9012605042,34.2240260917016
"Anisotome.capillifolia",NA,NA,NA,NA
"Anisotome.flexuosa",NA,NA,NA,NA
"Anisotome.haastii",NA,NA,NA,NA
"Anisotome.imbricata",NA,NA,NA,NA
"Antennaria.alpina",NA,NA,NA,NA
"Antennaria.carpatica",4.20457819843504,590.265097821563,1403.08641975309,29.3282042397547
"Antennaria.dimorpha",NA,NA,NA,NA
"Antennaria.lanata",NA,NA,NA,NA
"Anthyllis.vulneraria",NA,NA,NA,NA
"Aquilegia.caerulea",NA,NA,NA,NA
"Arabis.alpina",NA,NA,NA,NA
"Arabis.bellidifolia",NA,NA,NA,NA
"Arabis.glabra",NA,NA,NA,NA
"Arabis.hirsuta",NA,NA,NA,NA
"Arabis.holboellii",NA,NA,NA,NA
"Arabis.lemonii",NA,NA,NA,NA
"Arabis.lyallii",1.79079268492334,663.706149116302,949.487804878049,50.0795029300789
"Arabis.nuttalii",NA,NA,NA,NA
"Arctostaphylos.uvaursi",NA,NA,NA,NA
"Arenaria.aculeata",7.79211308774243,662.80366153559,914.357142857143,63.5790991702081
"Arenaria.capillaris",NA,NA,NA,NA
"Arenaria.ciliata",NA,NA,NA,NA
"Arenaria.congesta",NA,NA,NA,NA
"Arenaria.insignis",6.15208335376034,900.572449487899,342.5,80.0206688455323
"Arenaria.obtusifolia",11.8477215576703,635.88465093303,540.483383685801,31.7890058833718
"Arenaria.rossii",NA,NA,NA,NA
"Arenaria.serpens",NA,NA,NA,NA
"Arenaria.tetraquetra",7.93817640715521,640.439690181747,803.964285714286,38.9985125459396
"Arisaema.jaqmontii",NA,NA,NA,NA
"Arjona.patagonica",4.88402779412421,445.377143407074,466.944444444444,45.4994701054287
"Armeria.caespitosa",7.92799844409446,630.068752581953,904.700934579439,40.7975927148179
"Armeria.maritima",NA,NA,NA,NA
"Arnica.alpina",NA,NA,NA,NA
"Arnica.diversifolia",2.22524733954681,682.148750569192,989.529680365297,50.489533662447
"Artemisia.eriantha",NA,NA,NA,NA
"Artemisia.frigida",NA,NA,NA,NA
"Artemisia.gmelinii",NA,NA,NA,NA
"Artemisia.ludoviciana",NA,NA,NA,NA
"Artemisia.michauxiana",NA,NA,NA,NA
"Artemisia.scopulorum",NA,NA,NA,NA
"Asperula.aristata",14.066158319091,613.722968200732,456.888888888889,36.1039199376271
"Asperula.glomerata",NA,NA,NA,NA
"Aster.alpigenus",4.581228409437,635.82776993887,1032.93005181347,68.0054138857775
"Aster.alpinus",NA,NA,NA,NA
"Aster.himailacus",2.04524999242276,584.765922874705,651.46,76.0145022867484
"Astragalus.alpinus",NA,NA,NA,NA
"Astragalus.bourgovii",1.06081730610906,780.782539851903,721.384615384615,28.961702177239
"Astragalus.capito",11.8305555232801,910.156254183957,189.833333333333,74.1607172755588
"Astragalus.frigidus",NA,NA,NA,NA
"Astragalus.kentrophyta",NA,NA,NA,NA
"Astragalus.nivicola",5.59583332914238,389.957764126335,530.4,26.295198407491
"Astragalus.polycladus",2.78230676398239,727.966187276715,584.63768115942,90.3715437473041
"Astragalus.purshii",NA,NA,NA,NA
"Astragalus.suleatus",NA,NA,NA,NA
"Astragalus.tanguticus",1.99554597581755,737.657627224894,422.379310344828,92.7272716384941
"Avena.fatua",NA,NA,NA,NA
"Azorella.coespitosa",NA,NA,NA,NA
"Azorella.fuegiana",5.94388888530019,409.485471599668,420.666666666667,26.5256761926611
"Azorella.licopodioidis",NA,NA,NA,NA
"Azorella.madreporica.1",NA,NA,NA,NA
"Azorella.madreporica",NA,NA,NA,NA
"Azorella.monantha",6.5621874886953,450.275341326509,518.7,44.5694987406278
"Azorella.pedunculata",NA,NA,NA,NA
"Azorella.trifurcata",NA,NA,NA,NA
"Baccharis.caespitosa",NA,NA,NA,NA
"Barbarea.orthoceras",NA,NA,NA,NA
"Barneoudia.major",5.98680555665245,482.314470355291,519.5,54.4293799928264
"Bartsia.alpina",NA,NA,NA,NA
"Bartsia.stricta",6.9567869323821,45.6896293469745,1220.0412371134,31.7084855944527
"Berberis.buxifolia",NA,NA,NA,NA
"Berberis.empetrifolia",NA,NA,NA,NA
"Besseya.alpina",NA,NA,NA,NA
"Besseya.wyomingensis",NA,NA,NA,NA
"Biscutella.glacialis",8.48264840505507,639.907646712533,750.424657534247,48.8216092661483
"Bistorta.vivipara",NA,NA,NA,NA
"Brachyglottis.bellidioides",NA,NA,NA,NA
"Brachyscome.sinclairii",NA,NA,NA,NA
"Bromus.carinatus",NA,NA,NA,NA
"Bromus.catharticus",NA,NA,NA,NA
"Bromus.commutatus",NA,NA,NA,NA
"Bromus.lanatus",NA,NA,NA,NA
"Bromus.setifolius",6.58983333682021,450.408420345558,454.83,44.1520867338116
"Bromus.tectorum",NA,NA,NA,NA
"Bromus.tomentosus",20.3874999483426,985.063729417298,95,81.3596650925931
"Bupleurum.americanum",NA,NA,NA,NA
"Calamagrostis.curvula",7.67014768375437,309.131602447192,312.151898734177,111.932668165245
"Calamagrostis.lapponica",NA,NA,NA,NA
"Calamagrostis.pseudophragmites",NA,NA,NA,NA
"Calandrinia.affinis",5.13242752540965,434.725988309933,521.95652173913,83.4886640552825
"Calandrinia.caespitosa",NA,NA,NA,NA
"Calandrinia.gayana",7.24920212641253,462.122966791905,1140.23404255319,71.3818024147325
"Calceolaria.uniflora",NA,NA,NA,NA
"Campanula.alpina",NA,NA,NA,NA
"Campanula.cochleariifolia",NA,NA,NA,NA
"Campanula.rotundifolia",NA,NA,NA,NA
"Campanula.ruprechtii",NA,NA,NA,NA
"Campanula.scheuchzeri",NA,NA,NA,NA
"Campanula.tatrae",NA,NA,NA,NA
"Capsella.bursa",NA,NA,NA,NA
"Cardamine.bellidifolia",NA,NA,NA,NA
"Cardamine.bilobata",7.1319592227294,417.559410262313,2667.01063829787,29.0550479268981
"Carex.aphylla",NA,NA,NA,NA
"Carex.atrata",NA,NA,NA,NA
"Carex.bigelowii",0.688310448103744,677.801186748414,1377.76659038902,30.4722313451644
"Carex.caduca",NA,NA,NA,NA
"Carex.capillaris",NA,NA,NA,NA
"Carex.curvula",NA,NA,NA,NA
"Carex.ericetorum",NA,NA,NA,NA
"Carex.firma",4.99680316082641,639.468569523794,1369.15517241379,31.1983614632422
"Carex.fuliginosa",NA,NA,NA,NA
"Carex.geyeri",NA,NA,NA,NA
"Carex.lachenalii",NA,NA,NA,NA
"Carex.nardina",NA,NA,NA,NA
"Carex.parryana",NA,NA,NA,NA
"Carex.parviflora",NA,NA,NA,NA
"Carex.phaeocephala",0.994577779900697,698.111279943564,889.386666666667,43.285607092341
"Carex.podocarpa",NA,NA,NA,NA
"Carex.rupestris",NA,NA,NA,NA
"Carex.sempervirens",NA,NA,NA,NA
"Carex.sp10",NA,NA,NA,NA
"Carex.sp11",NA,NA,NA,NA
"Carex.sp13",NA,NA,NA,NA
"Carex.sp14",NA,NA,NA,NA
"Carex.sp15",NA,NA,NA,NA
"Carex.stenophylloides",NA,NA,NA,NA
"Carex.tristicha",22.7291666467985,66.5862537820137,2571,52.4516123184372
"Cassiope.hypnoides",-0.770102041140579,710.011919849441,938.912244897959,26.8450152511173
"Castilleja.miniata",NA,NA,NA,NA
"Castilleja.nubigena",6.08771550548316,58.0935861731713,1040.34482758621,43.6179943337295
"Castilleja.pallescens",5.50020575967192,812.380253771763,406.666666666667,29.8223257045255
"Celmisia.bondplanii",NA,NA,NA,NA
"Celmisia.glandulosa",NA,NA,NA,NA
"Celmisia.laricifolia",NA,NA,NA,NA
"Celmisia.lyallii",5.70694164953012,450.73272984798,3107.27565392354,43.4377747263458
"Celmisia.sessiliflora",NA,NA,NA,NA
"Celmisia.spectabilis",NA,NA,NA,NA
"Celmisia.viscosa",NA,NA,NA,NA
"Centaurea.maculosa",NA,NA,NA,NA
"Cerastium.alpinum",NA,NA,NA,NA
"Cerastium.arvense",NA,NA,NA,NA
"Cerastium.beeringianum",NA,NA,NA,NA
"Cerastium.floccosum",6.15303029341309,42.9369593128543,1082.74025974026,29.9288212130159
"Cerastium.imbricatum",5.25997806251408,46.7192891880844,1121.34210526316,37.1544412118853
"Cerastium.lanatum",10.9249999995033,573.059970761392,774,12.3431726186351
"Cerastium.latifolium",NA,NA,NA,NA
"Cerastium.nutans",NA,NA,NA,NA
"Cerastium.trianae",12.8694444588489,56.1348878432597,1802.66666666667,44.1222174653159
"Cerastrium.vulgare",NA,NA,NA,NA
"Chaenorhinum.glareosum",3.67565789955467,602.777336266447,996.315789473684,48.1989500204696
"Chaetanthera.apiculata",10.3083333273729,495.382480634876,881,87.1634518192641
"Chaetanthera.euphrasioides",6.4416667141486,449.118452347068,728.75,82.409177612999
"Chaetanthera.lycopodioides",10.3083333273729,495.382480634876,881,87.1634518192641
"Chaetanthera.pentacaenoides",3.1548611208693,388.542425421499,171.5,37.4359126345684
"Chaetanthera.planiseta",1.46249999012798,438.072997156503,408,84.5430308530866
"Chaetanthera.pusilla",3.4687500197906,458.302340576351,455.5,72.8967697925738
"Chamorchis.alpina",NA,NA,NA,NA
"Chionohebe.ciliata",NA,NA,NA,NA
"Chionohebe.thomsonii",NA,NA,NA,NA
"Chrysopsis.villosa",NA,NA,NA,NA
"Chrysosplenium.tetrandum",NA,NA,NA,NA
"Chuquiraga.avellanae",NA,NA,NA,NA
"Chuquiraga.jussieui",NA,NA,NA,NA
"Cirsium.etonii",NA,NA,NA,NA
"Cirsium.scariosum",NA,NA,NA,NA
"Cirsium.spinosissimum",NA,NA,NA,NA
"Cirsium.tweedyi",2.20585585848705,757.898226124061,547.063063063063,24.588756475808
"Claytonia.megarhiza",NA,NA,NA,NA
"Colobanthus.aciculatus",NA,NA,NA,NA
"Colobanthus.buchannii",5.8445175421092,385.674252628143,2504.04385964912,25.705489695201
"Colobanthus.lycopodioides",5.2357142935507,423.894539726458,518.285714285714,35.0144318591317
"Colobanthus.subulatus",NA,NA,NA,NA
"Comastoma.pulmonarium",3.61972221205425,720.90932540819,662.916666666667,87.4771848208412
"Comastoma.tenellum",NA,NA,NA,NA
"Cortia.depressa",2.73942309619588,573.47228248541,718.948717948718,74.8378885168418
"Corydalis.pauciflora",NA,NA,NA,NA
"Crepis.heterotricha",4.62499998509884,791.605106369529,176,73.3516757274851
"Crepis.jacquinii",NA,NA,NA,NA
"Crepis.terglouensis",NA,NA,NA,NA
"Cryptantha.celosioides",NA,NA,NA,NA
"Cryptantha.nubigena",1.25370722130668,661.129575050724,671.357414448669,61.9346057618111
"Cuscuta.chilensis",10.3465909067485,357.295309893843,773.545454545455,84.5080774399656
"Cyananthus.himalaicus",0.612499985378236,504.148632569516,533,53.6235841777736
"Cyananthus.microphyllus",4.2821969728296,569.458683467094,943.545454545455,68.7217054757663
"Cymopterus.glaucus",4.27968749467982,794.393290446354,494.8125,34.857536667545
"Cyperus.reflexus",NA,NA,NA,NA
"Cytisus.galianoi",NA,NA,NA,NA
"Dactylis.glomerata",NA,NA,NA,NA
"Danthonia.intermedia",NA,NA,NA,NA
"Dasiphora.fruticosa",NA,NA,NA,NA
"Delphinium.oxysepalum",NA,NA,NA,NA
"Deschampsia.caespitosa",NA,NA,NA,NA
"Deschampsia.flexuosa",NA,NA,NA,NA
"Deyeuxia.scabrescens",NA,NA,NA,NA
"Dianthus.brachyanthus",NA,NA,NA,NA
"Discaria.nana",3.87440473298054,461.134248129707,568.428571428571,65.2628739831582
"Dodecatheon.pulchellum",NA,NA,NA,NA
"Doronicum.clusii",NA,NA,NA,NA
"Douglasia.montana",4.60583331653227,796.385457702751,521.4,27.8379960014975
"Draba.aizoides",NA,NA,NA,NA
"Draba.altaica",-4.69547839431943,924.771736507769,298.203703703704,74.2677091160885
"Draba.aretioides",NA,NA,NA,NA
"Draba.aurea",NA,NA,NA,NA
"Draba.cana",NA,NA,NA,NA
"Draba.funiculosa",NA,NA,NA,NA
"Draba.gilliesii",NA,NA,NA,NA
"Draba.hispanica",NA,NA,NA,NA
"Draba.longipes",NA,NA,NA,NA
"Draba.magellanica",NA,NA,NA,NA
"Draba.oligosperma",NA,NA,NA,NA
"Draba.oreades",-2.6295033641887,894.35402253893,430.959595959596,76.8581307860224
"Draba.paysonii",-0.0715020607444055,755.831673410325,814.543209876543,28.1493757764856
"Draba.praealta",0.596796728706486,795.496176367385,680.433526011561,42.113280896331
"Draba.pulchella",4.66597219561744,851.235025980098,328.666666666667,71.5365102364724
"Draba.tomentosa",NA,NA,NA,NA
"Dracophyllum.muscoides",NA,NA,NA,NA
"Dracophyllum.pronum",6.33465665210177,428.643379976849,2856.27896995708,35.9177504655798
"Dracophyllum.uniflorum",7.25810430471676,413.554121512971,2862.53488372093,30.7467513152934
"Dryas.octopetala",NA,NA,NA,NA
"Dubyaea.hispida",NA,NA,NA,NA
"Elsholtzia.eriostachya",NA,NA,NA,NA
"Elymus.longaristatus",NA,NA,NA,NA
"Elymus.nutans",2.90792434051221,816.655384836569,461.895705521472,82.2169804123171
"Elymus.rectisetus",NA,NA,NA,NA
"Elyna.myosuroides",NA,NA,NA,NA
"Empetrum.rubrum",NA,NA,NA,NA
"Ephedra.americana",NA,NA,NA,NA
"Epilobium.angustifolium",NA,NA,NA,NA
"Epilobium.cylindricum",NA,NA,NA,NA
"Epilobium.nivale",NA,NA,NA,NA
"Epilobium.pycnostachyium",NA,NA,NA,NA
"Eragrostis.pectinacea",NA,NA,NA,NA
"Erigeron.alpinus",NA,NA,NA,NA
"Erigeron.andicola",NA,NA,NA,NA
"Erigeron.aureus",NA,NA,NA,NA
"Erigeron.canus",NA,NA,NA,NA
"Erigeron.compositus",NA,NA,NA,NA
"Erigeron.ecuadoriensis",6.28563595285002,41.940957224169,1066.26315789474,38.5492577999187
"Erigeron.eriocalyx",-6.13541666402792,1261.78551600442,231.5,84.217941667374
"Erigeron.frigidus",NA,NA,NA,NA
"Erigeron.glabratus",NA,NA,NA,NA
"Erigeron.lanatus",-1.22947917313625,752.627807359019,857.525,26.1185287373685
"Erigeron.simplex",NA,NA,NA,NA
"Erigeron.tomentosa",NA,NA,NA,NA
"Erigeron.uniflorus",NA,NA,NA,NA
"Eriogonum.flavum",NA,NA,NA,NA
"Eriogonum.ovalifolium",NA,NA,NA,NA
"Eriogonum.subalpinum",7.00210218691038,696.627868970888,724.470588235294,61.59627872296
"Eriophyllum.lanatum",NA,NA,NA,NA
"Eritrichium.nanum",NA,NA,NA,NA
"Erophila.verna",NA,NA,NA,NA
"Eryngium.glaciale",NA,NA,NA,NA
"Euphorbia.collina",NA,NA,NA,NA
"Euphorbia.esula",NA,NA,NA,NA
"Euphorbia.nevadensis",10.8670875386426,618.44537340778,626.818181818182,31.8026029499093
"Euphorbia.stracheyi",2.76280992338049,660.756423190845,694.388429752066,87.1524440515752
"Euphrasia.frigida",NA,NA,NA,NA
"Euphrasia.minima",NA,NA,NA,NA
"Euphrasia.salisburgensis",NA,NA,NA,NA
"Euphrasia.tatrae",2.05286456477673,624.283006598795,1268.8125,36.6798292997351
"Euphrasia.willkommii",4.65208333151208,578.164130061848,1008,48.8156371239575
"Euphrasia.zealandica",NA,NA,NA,NA
"Festuca.alaica",1.13722677423003,954.017956223029,379.311475409836,55.9224847183079
"Festuca.arizonica",NA,NA,NA,NA
"Festuca.brachyphylla",NA,NA,NA,NA
"Festuca.clementei",NA,NA,NA,NA
"Festuca.curvifolia",9.66146754909439,681.571171282071,625.982300884956,40.6490288334352
"Festuca.iberica",7.02857142006091,625.718058030941,869.357142857143,48.6080810642918
"Festuca.idahoensis",NA,NA,NA,NA
"Festuca.indigesta",NA,NA,NA,NA
"Festuca.magellanica",NA,NA,NA,NA
"Festuca.ovina",NA,NA,NA,NA
"Festuca.quadriflora",3.09039598226054,613.734513946192,1372.30496453901,28.1227829680313
"Festuca.versicolor",NA,NA,NA,NA
"Festuca.violacea",NA,NA,NA,NA
"Filago.arvensis",NA,NA,NA,NA
"Floscaldasia.hypsophila",3.11060604884882,45.8791205167879,967.363636363636,55.5679885004838
"Fritillaria.pudica",NA,NA,NA,NA
"Gaillardia.aristata",NA,NA,NA,NA
"Galium.anisophyllon",4.20782197222227,643.188328207776,1292.29090909091,29.3509993384896
"Galium.boreale",NA,NA,NA,NA
"Galium.decumbens",12.10624996759,907.124356266116,154,76.8187340517408
"Galium.gilliesii",5.79583334998676,484.905838754772,591.777777777778,70.0686469905055
"Galium.megalospermum",3.4103016336858,602.609114226705,1302.61963190184,25.9862608925234
"Galium.pyrenaicum",NA,NA,NA,NA
"Gamocarpa.selliana",6.08493589800902,457.993141114942,465.653846153846,40.8868644643035
"Gaultheria.depressa",7.20376819695913,415.704816391124,2324.62162162162,30.1376258493683
"Gaultheria.nubicola",NA,NA,NA,NA
"Gaultheria.pumila",NA,NA,NA,NA
"Gayophytum.humile",6.8351220583515,627.996147140916,999.921717171717,67.1160103612239
"Gayophytum.micranthum",NA,NA,NA,NA
"Gentiana.algida",NA,NA,NA,NA
"Gentiana.brachyphylla",NA,NA,NA,NA
"Gentiana.corymbifera",NA,NA,NA,NA
"Gentiana.depressa",1.01296296408745,562.148771403016,824.111111111111,58.3351997357964
"Gentiana.divisa",NA,NA,NA,NA
"Gentiana.nivalis",NA,NA,NA,NA
"Gentiana.ornata",4.4295138959359,547.339907208812,1076,70.510273192645
"Gentiana.prostrata",NA,NA,NA,NA
"Gentiana.sedifolia",NA,NA,NA,NA
"Gentiana.tenella",NA,NA,NA,NA
"Gentianella.falcata",-2.44270832563166,887.632596540674,383.632352941176,76.6662243131731
"Gentianella.lutescens",NA,NA,NA,NA
"Gentianella.rupicola",6.19639638437143,50.6976277905527,1036.45945945946,23.6338188350624
"Geranium.donianum",NA,NA,NA,NA
"Geranium.ecuadoriensis",4.58966667970022,40.4638429975316,699.12,49.5847734827721
"Geranium.multipartitum",NA,NA,NA,NA
"Geranium.sessiliflorum",NA,NA,NA,NA
"Gerbera.nivea",6.17698410391394,623.840131689786,787.904761904762,80.6252905357168
"Geum.rossii",NA,NA,NA,NA
"Geum.triflorum",NA,NA,NA,NA
"Geum.uniflorum",NA,NA,NA,NA
"Gnaphalium.decurrens",NA,NA,NA,NA
"Gnaphalium.hoppeanum",NA,NA,NA,NA
"Gnaphalium.supinum",NA,NA,NA,NA
"Gregoria.vitaliana",NA,NA,NA,NA
"Haastia.sinclarii",NA,NA,NA,NA
"Halenia.weddeliana",NA,NA,NA,NA
"Haplopappus.diplopappus",NA,NA,NA,NA
"Haplopappus.scrobiculatus",NA,NA,NA,NA
"Hebe.hectorii",NA,NA,NA,NA
"Hectorella.caespitosa",5.48082837078439,393.082683162457,2874.42857142857,27.6869976323187
"Hedysarum.alpinum",NA,NA,NA,NA
"Hedysarum.hedysaroides",NA,NA,NA,NA
"Helianthemum.alpestre",NA,NA,NA,NA
"Helianthemum.grandiflorum",8.5313115841602,614.61598877861,880.389162561576,17.0028978214686
"Helichrysum.bellidioides",NA,NA,NA,NA
"Helichrysum.psychrophilum",NA,NA,NA,NA
"Heliotropium.geissei",8.19999998218069,536.96114277244,380,41.0360505162831
"Herminium.macrophyllum",9.51805559380187,526.093858177146,1353.66666666667,91.0885371869461
"Herniaria.boissieri",6.57116936678968,616.532570281544,848.145161290323,49.0260567652536
"Heuchera.cylindrica",5.48092550258492,740.23189591468,623.31151241535,39.4734709277346
"Heuchera.parviflora",NA,NA,NA,NA
"Hieracium.myriadenum",7.65416665176551,614.745622505897,1120,45.2246949662119
"Hordeum.comosum",NA,NA,NA,NA
"Hormathophylla.spinosa",NA,NA,NA,NA
"Hulsea.algida",0.0391156434281064,648.525977223775,790.405612244898,60.3170538373755
"Hutchinsia.alpina",NA,NA,NA,NA
"Hypochaeris.clarionoides",6.30833335756324,463.97160973695,481.75,70.7871973265671
"Hypochaeris.incana",NA,NA,NA,NA
"Hypochaeris.radicata",NA,NA,NA,NA
"Hypochaeris.sessiliflora",NA,NA,NA,NA
"Hypochaeris.tenuifolia",6.66717171144079,497.428028882067,804.090909090909,68.0668003740384
"Ivesia.gordoni",NA,NA,NA,NA
"Jaborosa.caulescens",5.0278508881303,394.458867137176,320.736842105263,69.1914430193089
"Jarava.chrysophylla",7.01403985527155,435.909560673099,312.271739130435,53.4121554677676
"Jasione.amethystina",4.2799242529115,586.302515823673,1013.61818181818,48.0648316689632
"Jasione.crispa",NA,NA,NA,NA
"Juncus.biglumis",NA,NA,NA,NA
"Juncus.bufonius",NA,NA,NA,NA
"Juncus.imbricatus",NA,NA,NA,NA
"Juncus.stipulatus",NA,NA,NA,NA
"Juncus.thomsonii",-2.04448839691605,872.89399391777,364.227848101266,72.4752680965373
"Juncus.trifidus",NA,NA,NA,NA
"Junellia.uniflora",1.94243827564527,370.519882895,272.259259259259,53.0324782682635
"Jurinea.humilis",NA,NA,NA,NA
"Koeleria.crassipes",NA,NA,NA,NA
"Koeleria.cristata",NA,NA,NA,NA
"Koeleria.croizatii",NA,NA,NA,NA
"Koeleria.dieffenbachii",NA,NA,NA,NA
"Koeleria.litwinowii",0.545753210580024,824.941910285763,359.307692307692,78.1175102165788
"Koeleria.macrantha",NA,NA,NA,NA
"Kurzamra.pulchella",NA,NA,NA,NA
"Lachemilla.hispidulata",7.07046820648347,46.6331597280286,1246.4175257732,30.1112755192705
"Lachemilla.orbiculata",NA,NA,NA,NA
"Lasiocephalus.ovatus",NA,NA,NA,NA
"Leontodon.boryi",5.98967948989608,622.511436701913,875.8,48.6488372548045
"Leontodon.helveticus",3.05399305667056,621.701236309496,1350.27314814815,28.6506758185657
"Leontopodium.jocacianum",NA,NA,NA,NA
"Leontopodium.nanum",0.836742425246497,863.03434011148,391.525252525253,74.9938963301838
"Leptinella.atrata",NA,NA,NA,NA
"Leptinella.goyenii",5.13602149761432,395.538129335073,2544.53225806452,26.269168434842
"Leptinella.pectinata",NA,NA,NA,NA
"Leucanthemopsis.alpina",NA,NA,NA,NA
"Leucanthemopsis.pectinata",NA,NA,NA,NA
"Leucheria.candidissima",6.57055552825332,494.185582857473,436.066666666667,52.0287275419228
"Leucheria.leontopodioides",5.93444444886926,437.656464137799,465.4,32.3889109605757
"Leucheria.millefolium",6.52083332672784,472.160641242118,435.888888888889,40.7157605518895
"Leucopogon.frazeri",NA,NA,NA,NA
"Ligusticum.mutellinoides",NA,NA,NA,NA
"Linaria.aeruginea",NA,NA,NA,NA
"Linaria.alpina",NA,NA,NA,NA
"Linum.lewisii",NA,NA,NA,NA
"Lloydia.serotina",NA,NA,NA,NA
"Loasa.sigmoidea",11.758333296127,523.994907169633,553,65.5311267179282
"Lobelia.roughii",6.15312499833914,426.779593548001,2702.675,34.7291198711206
"Loiseleuria.procumbens",NA,NA,NA,NA
"Lomatium.sandbergii",4.27083333051237,759.437327851685,747.260869565217,33.402957176152
"Lotus.corniculatus",NA,NA,NA,NA
"Lucilia.kunthiana",NA,NA,NA,NA
"Lupinus.arcticus",NA,NA,NA,NA
"Lupinus.argenteus",NA,NA,NA,NA
"Lupinus.microphyllus",NA,NA,NA,NA
"Lupinus.sericeus",NA,NA,NA,NA
"Luzula.arcuata",NA,NA,NA,NA
"Luzula.chilensis",6.94768517788638,426.411468801276,525.333333333333,35.9028565943136
"Luzula.crinita",NA,NA,NA,NA
"Luzula.glabra",NA,NA,NA,NA
"Luzula.hispanica",NA,NA,NA,NA
"Luzula.lutea",NA,NA,NA,NA
"Luzula.multiflora",NA,NA,NA,NA
"Luzula.pumilia",5.88877873758025,401.573451884264,2733.78620689655,30.5240962885426
"Luzula.racemosa",NA,NA,NA,NA
"Luzula.rufa",NA,NA,NA,NA
"Luzula.spicata",NA,NA,NA,NA
"Lysipomia.acaulis",3.75999996693184,50.7899898732096,981.1,41.821559894593
"Marsippospermum.gracile",NA,NA,NA,NA
"Melicytus.alpinus",NA,NA,NA,NA
"Mertensia.lanceolata",NA,NA,NA,NA
"Mertensia.longiflora",NA,NA,NA,NA
"Microsteris.gracilis",NA,NA,NA,NA
"Minuartia.gerardii",NA,NA,NA,NA
"Minuartia.macrantha",NA,NA,NA,NA
"Minuartia.obtusiloba",NA,NA,NA,NA
"Minuartia.sedoides",NA,NA,NA,NA
"Minuartia.verna",NA,NA,NA,NA
"Montiopsis.andicola",NA,NA,NA,NA
"Montiopsis.copiapina",0.879166676795908,312.406695225975,141.5,54.1633066747027
"Montiopsis.gayana",7.24920212641253,462.122966791905,1140.23404255319,71.3818024147325
"Montiopsis.potentilloides",1.93472221991905,410.389997667259,342.333333333333,85.9577683499327
"Morina.nepalensis",NA,NA,NA,NA
"Moschopsis.monocephala",5.01071429778157,317.995121764972,123.928571428571,118.27113323375
"Mulinum.leptacanthum",7.02660253362205,504.070825636446,630.692307692308,62.3635966774494
